clean_name,season,position,games,fantasy_points_ppr,targets,carries,receiving_yards,rushing_yards,receptions,receiving_tds,rushing_tds,passing_yards,passing_tds,interceptions,recent_team,player_name,player_key,avg_fantasy_points_3yr,avg_targets_3yr,avg_carries_3yr,performance_trend_pct,consistency_score,seasons_played,total_games,avg_opportunity,total_touches,yards_per_touch,passing_efficiency,catch_rate,yards_per_target,points_per_game,opportunity_share
BRIAN THOMAS,2024,WR,17,284.0,133,6,1282.0,48.0,87,10,0,0.0,0,0.0,JAX,Brian Thomas,BRIAN THOMAS_WR,284.0,133.0,6.0,0.0,0.0,1,17,139.0,0.0,0.0,0.0,0.6541353383458647,9.639097744360901,16.705882352941178,139
BRITAIN COVEY,2024,WR,3,10.4,8,0,34.0,0.0,7,0,0,0.0,0,0.0,PHI,Britain Covey,BRITAIN COVEY_WR,9.299999237060547,7.0,0.0,26.829265594482422,5.978266716003418,2,5,7.0,0.0,0.0,0.0,0.875,4.25,3.4666665395100913,8
BRITISH BROOKS,2024,RB,1,0.2,0,1,0.0,2.0,0,0,0,0.0,0,0.0,HOU,British Brooks,BRITISH BROOKS_RB,0.20000000298023224,0.0,1.0,0.0,0.0,1,1,1.0,1.0,2.0,0.0,0.0,0.0,0.20000000298023224,1
BROCK BOWERS,2024,WR,17,262.7,153,5,1194.0,13.0,112,5,0,0.0,0,0.0,LV,Brock Bowers,BROCK BOWERS_WR,262.70001220703125,153.0,5.0,0.0,0.0,1,17,158.0,0.0,0.0,0.0,0.7320261437908496,7.803921568627451,15.45294189453125,158
BROCK PURDY,2024,QB,15,266.86002,0,66,0.0,323.0,0,0,5,3864.0,20,12.0,SF,Brock Purdy,BROCK PURDY_QB,253.413330078125,0.0,49.333333333333336,-22.415390014648438,2.586784839630127,3,46,49.333333333333336,0.0,0.0,5.175983436853002,0.0,0.0,17.790667724609374,66
BROCK WRIGHT,2024,TE,10,35.0,16,0,100.0,0.0,13,2,0,0.0,0,0.0,DET,Brock Wright,BROCK WRIGHT_TE,43.5333366394043,18.333333333333332,0.0,9.375,2.4957685470581055,3,32,18.333333333333332,0.0,0.0,0.0,0.8125,6.25,3.5,16
BRYAN EDWARDS,2022,WR,4,4.5,5,0,15.0,0.0,3,0,0,0.0,0,0.0,ATL,Bryan Edwards,BRYAN EDWARDS_WR,4.5,5.0,0.0,0.0,0.0,1,4,5.0,0.0,0.0,0.0,0.6,3.0,1.125,5
BRYCE FORDWHEATON,2024,WR,1,6.0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,NYG,Bryce Ford-Wheaton,BRYCE FORDWHEATON_WR,6.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0
BRYCE OLIVER,2024,WR,5,15.5,9,0,95.0,0.0,6,0,0,0.0,0,0.0,TEN,Bryce Oliver,BRYCE OLIVER_WR,15.5,9.0,0.0,0.0,0.0,1,5,9.0,0.0,0.0,0.0,0.6666666666666666,10.555555555555555,3.1,9
BRYCE PERKINS,2022,QB,5,15.44,0,19,0.0,90.0,0,0,0,161.0,1,2.0,LA,Bryce Perkins,BRYCE PERKINS_QB,15.4399995803833,0.0,19.0,0.0,0.0,1,5,19.0,0.0,0.0,6.211180124223602,0.0,0.0,3.0879999160766602,19
BRYCE YOUNG,2024,QB,14,195.02,0,43,0.0,249.0,0,0,6,2403.0,15,9.0,CAR,Bryce Young,BRYCE YOUNG_QB,175.70001220703125,0.0,41.0,24.709041595458984,6.430572986602783,2,30,41.0,0.0,0.0,6.242197253433208,0.0,0.0,13.930000305175781,43
BRYCEN HOPKINS,2023,TE,4,12.799999,7,0,78.0,0.0,5,0,0,0.0,0,0.0,LA,Brycen Hopkins,BRYCEN HOPKINS_TE,15.34999942779541,9.0,0.0,-28.491622924804688,4.256505012512207,2,11,9.0,0.0,0.0,0.0,0.7142857142857143,11.142857142857142,3.1999998092651367,7
BRYCEN TREMAYNE,2024,WR,1,0.8,1,0,-2.0,0.0,1,0,0,0.0,0,0.0,WAS,Brycen Tremayne,BRYCEN TREMAYNE_WR,0.800000011920929,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,-2.0,0.800000011920929,1
BUB MEANS,2024,WR,4,26.8,15,0,118.0,0.0,9,1,0,0.0,0,0.0,NO,Bub Means,BUB MEANS_WR,26.799999237060547,15.0,0.0,0.0,0.0,1,4,15.0,0.0,0.0,0.0,0.6,7.866666666666666,6.699999809265137,15
BUCKY IRVING,2024,RB,18,260.7,54,224,398.0,1199.0,49,1,8,0.0,0,0.0,TB,Bucky Irving,BUCKY IRVING_RB,260.70001220703125,54.0,224.0,0.0,0.0,1,18,278.0,278.0,5.744604110717773,0.0,0.0,0.0,14.483334011501736,278
BYRON PRINGLE,2023,WR,12,30.099998,22,0,161.0,0.0,14,0,0,0.0,0,0.0,WAS,Byron Pringle,BYRON PRINGLE_WR,32.79999923706055,19.0,0.0,-15.211272239685059,8.590035438537598,2,20,19.0,0.0,0.0,0.0,0.6363636363636364,7.318181818181818,2.508333206176758,22
CADE JOHNSON,2022,WR,3,11.0,7,0,60.0,0.0,5,0,0,0.0,0,0.0,SEA,Cade Johnson,CADE JOHNSON_WR,11.0,7.0,0.0,0.0,0.0,1,3,7.0,0.0,0.0,0.0,0.7142857142857143,8.571428571428571,3.6666666666666665,7
CADE OTTON,2024,WR,15,145.8,89,1,632.0,-4.0,61,4,0,0.0,0,0.0,TB,Cade Otton,CADE OTTON_WR,133.1999969482422,82.33333333333333,0.3333333333333333,-3.37971568107605,5.052309989929199,3,48,82.66666666666666,0.0,0.0,0.0,0.6853932584269663,7.101123595505618,9.720000203450521,90
CADE STOVER,2024,TE,14,41.1,26,0,161.0,0.0,19,1,0,0.0,0,0.0,HOU,Cade Stover,CADE STOVER_TE,41.099998474121094,26.0,0.0,0.0,0.0,1,14,26.0,0.0,0.0,0.0,0.7307692307692307,6.1923076923076925,2.9357141767229353,26
CALEB HUNTLEY,2022,RB,12,44.9,2,76,3.0,366.0,2,0,1,0.0,0,0.0,ATL,Caleb Huntley,CALEB HUNTLEY_RB,44.900001525878906,2.0,76.0,0.0,0.0,1,12,78.0,78.0,4.730769157409668,0.0,0.0,0.0,3.741666793823242,78
CALEB WILLIAMS,2024,QB,17,254.54,0,81,0.0,489.0,0,0,0,3541.0,20,6.0,CHI,Caleb Williams,CALEB WILLIAMS_QB,254.5399932861328,0.0,81.0,0.0,0.0,1,17,81.0,0.0,0.0,5.648121999435189,0.0,0.0,14.972940781537224,81
CALVIN AUSTIN,2024,WR,18,124.299995,60,0,573.0,0.0,37,4,0,0.0,0,0.0,PIT,Calvin Austin,CALVIN AUSTIN_WR,92.3499984741211,46.0,5.5,105.79469299316406,2.0438597202301025,2,33,51.5,0.0,0.0,0.0,0.6166666666666667,9.55,6.905555301242405,60
CALVIN RIDLEY,2024,WR,17,199.2,120,8,1017.0,55.0,64,4,1,0.0,0,0.0,TEN,Calvin Ridley,CALVIN RIDLEY_WR,214.54998779296875,128.0,8.5,-13.353631019592285,9.88337230682373,2,34,136.5,0.0,0.0,0.0,0.5333333333333333,8.475,11.717646879308363,128
CAM AKERS,2024,RB,16,97.1,18,109,68.0,483.0,14,3,2,0.0,0,0.0,MIN,Cam Akers,CAM AKERS_RB,95.03333282470703,16.0,119.0,107.92289733886719,2.0077245235443115,3,38,135.0,127.0,4.338582515716553,0.0,0.0,0.0,6.068749904632568,127
CAM GRANDY,2024,TE,4,7.8,5,0,28.0,0.0,5,0,0,0.0,0,0.0,CIN,Cam Grandy,CAM GRANDY_TE,7.800000190734863,5.0,0.0,0.0,0.0,1,4,5.0,0.0,0.0,0.0,1.0,5.6,1.9500000476837158,5
CAM SIMS,2022,WR,12,16.9,18,0,89.0,0.0,8,0,0,0.0,0,0.0,WAS,Cam Sims,CAM SIMS_WR,16.899999618530273,18.0,0.0,0.0,0.0,1,12,18.0,0.0,0.0,0.0,0.4444444444444444,4.944444444444445,1.4083333015441895,18
CAMERON BRATE,2022,TE,10,45.2,41,0,182.0,0.0,21,1,0,0.0,0,0.0,TB,Cameron Brate,CAMERON BRATE_TE,45.20000076293945,41.0,0.0,0.0,0.0,1,10,41.0,0.0,0.0,0.0,0.5121951219512195,4.439024390243903,4.520000076293945,41
CARSON STEELE,2024,RB,12,23.9,11,56,26.0,183.0,7,0,0,0.0,0,0.0,KC,Carson Steele,CARSON STEELE_RB,23.899999618530273,11.0,56.0,0.0,0.0,1,12,67.0,67.0,3.1194028854370117,0.0,0.0,0.0,1.9916666348775227,67
CARSON WENTZ,2024,QB,2,4.7200003,0,3,0.0,0.0,0,0,0,118.0,0,0.0,KC,Carson Wentz,CARSON WENTZ_QB,47.880001068115234,0.0,14.0,-81.92955780029297,0.8366022109985352,3,11,14.0,0.0,0.0,0.0,0.0,0.0,2.3600001335144043,3
CASE KEENUM,2023,QB,2,9.74,0,2,0.0,1.0,0,0,0,291.0,1,3.0,HOU,Case Keenum,CASE KEENUM_QB,5.029999732971191,0.0,3.5,2943.75,0.7551479935646057,2,4,3.5,0.0,0.0,3.4364261168384878,0.0,0.0,4.869999885559082,2
CASEY WASHINGTON,2024,WR,2,2.4,2,0,14.0,0.0,1,0,0,0.0,0,0.0,ATL,Casey Washington,CASEY WASHINGTON_WR,2.4000000953674316,2.0,0.0,0.0,0.0,1,2,2.0,0.0,0.0,0.0,0.5,7.0,1.2000000476837158,2
CEDRIC TILLMAN,2024,WR,9,80.4,49,1,339.0,-5.0,29,3,0,0.0,0,0.0,CLE,Cedric Tillman,CEDRIC TILLMAN_WR,62.30000305175781,46.5,1.0,81.90045166015625,2.4338538646698,2,20,47.5,0.0,0.0,0.0,0.5918367346938775,6.918367346938775,8.933333502875435,50
CEDRICK WILSON,2023,WR,12,76.3,45,0,333.0,0.0,25,3,0,0.0,0,0.0,MIA,Cedrick Wilson Jr.,CEDRICK WILSON_WR,52.55000305175781,32.0,0.5,164.9305419921875,1.5645668506622314,2,22,32.5,0.0,0.0,0.0,0.5555555555555556,7.4,6.358333587646484,45
CEDRICK WILSON,2024,QB,10,51.940002,27,0,211.0,0.0,20,1,0,21.0,1,0.0,NO,Cedrick Wilson,CEDRICK WILSON_QB,51.94000244140625,27.0,0.0,0.0,0.0,1,10,27.0,0.0,0.0,47.61904761904761,0.0,0.0,5.194000244140625,27
CEEDEE LAMB,2024,WR,15,263.4,152,14,1194.0,70.0,101,6,0,0.0,0,0.0,DAL,CeeDee Lamb,CEEDEE LAMB_WR,343.2666931152344,175.0,13.666666666666666,-38.12544250488281,4.228440761566162,3,52,188.66666666666666,0.0,0.0,0.0,0.6644736842105263,7.855263157894737,17.559999593098958,166
CHAD HENNE,2022,QB,3,4.32,0,6,0.0,-6.0,0,0,0,23.0,1,0.0,KC,Chad Henne,CHAD HENNE_QB,4.320000171661377,0.0,6.0,0.0,0.0,1,3,6.0,0.0,0.0,43.47826086956522,0.0,0.0,1.440000057220459,6
CHARLIE JONES,2024,WR,2,7.5,1,0,5.0,0.0,1,0,0,0.0,0,0.0,CIN,Charlie Jones,CHARLIE JONES_WR,14.100000381469727,5.0,1.0,-63.76811981201172,1.5106371641159058,2,7,6.0,0.0,0.0,0.0,1.0,5.0,3.75,1
CHARLIE KOLAR,2024,TE,7,28.3,11,1,131.0,2.0,9,1,0,0.0,0,0.0,BAL,Charlie Kolar,CHARLIE KOLAR_TE,20.100000381469727,9.0,0.3333333333333333,22.510818481445312,2.00161075592041,3,15,9.333333333333334,0.0,0.0,0.0,0.8181818181818182,11.909090909090908,4.0428570338657925,12
CHARLIE WOERNER,2024,TE,8,11.6,12,0,46.0,0.0,7,0,0,0.0,0,0.0,ATL,Charlie Woerner,CHARLIE WOERNER_TE,5.933332920074463,5.666666666666667,0.0,87.09678649902344,1.0221784114837646,3,13,5.666666666666667,0.0,0.0,0.0,0.5833333333333334,3.8333333333333335,1.4500000476837158,12
CHASE BROWN,2024,RB,16,255.0,65,229,360.0,990.0,54,4,7,0.0,0,0.0,CIN,Chase Brown,CHASE BROWN_RB,154.25,40.0,136.5,376.635498046875,1.0825928449630737,2,26,176.5,294.0,4.591836929321289,0.0,0.0,0.0,15.9375,294
CHASE CLAYPOOL,2022,QB,15,105.04,79,9,451.0,59.0,46,1,0,1.0,1,0.0,CHI,Chase Claypool,CHASE CLAYPOOL_QB,105.04000091552734,79.0,9.0,0.0,0.0,1,15,88.0,0.0,0.0,1000.0,0.0,0.0,7.002666727701823,88
CHASE CLAYPOOL,2023,WR,7,21.7,21,0,77.0,0.0,8,1,0,0.0,0,0.0,MIA,Chase Claypool,CHASE CLAYPOOL_WR,21.700000762939453,21.0,0.0,0.0,0.0,1,7,21.0,0.0,0.0,0.0,0.38095238095238093,3.6666666666666665,3.1000001089913503,21
CHASE DANIEL,2022,QB,3,8.4800005,0,1,0.0,4.0,0,0,0,52.0,1,0.0,LAC,Chase Daniel,CHASE DANIEL_QB,8.480000495910645,0.0,1.0,0.0,0.0,1,3,1.0,0.0,0.0,19.230769230769234,0.0,0.0,2.826666831970215,1
CHASE EDMONDS,2023,RB,15,48.4,21,60,107.0,207.0,17,0,0,0.0,0,0.0,TB,Chase Edmonds,CHASE EDMONDS_RB,61.29999923706055,22.5,64.0,-34.7708854675293,3.360128164291382,2,28,86.5,81.0,3.8765432834625244,0.0,0.0,0.0,3.2266667683919272,81
CHIG OKONKWO,2023,WR,17,113.4,77,2,528.0,6.0,54,1,0,0.0,0,0.0,TEN,Chig Okonkwo,CHIG OKONKWO_WR,113.4000015258789,77.0,2.0,0.0,0.0,1,17,79.0,0.0,0.0,0.0,0.7012987012987013,6.857142857142857,6.670588325051701,79
CHIGOZIEM OKONKWO,2022,TE,15,97.2,46,3,450.0,2.0,32,3,0,0.0,0,0.0,TEN,Chigoziem Okonkwo,CHIGOZIEM OKONKWO_TE,97.19999694824219,46.0,3.0,0.0,0.0,1,15,49.0,0.0,0.0,0.0,0.6956521739130435,9.782608695652174,6.479999796549479,49
CHIGOZIEM OKONKWO,2024,WR,16,113.6,70,1,479.0,17.0,52,2,0,0.0,0,0.0,TEN,Chigoziem Okonkwo,CHIGOZIEM OKONKWO_WR,113.5999984741211,70.0,1.0,0.0,0.0,1,16,71.0,0.0,0.0,0.0,0.7428571428571429,6.8428571428571425,7.099999904632568,71
CHRIS BLAIR,2024,WR,2,2.7,2,0,17.0,0.0,1,0,0,0.0,0,0.0,ATL,Chris Blair,CHRIS BLAIR_WR,2.700000047683716,2.0,0.0,0.0,0.0,1,2,2.0,0.0,0.0,0.0,0.5,8.5,1.350000023841858,2
CHRIS BROOKS,2023,RB,3,10.6,0,19,0.0,106.0,0,0,0,0.0,0,0.0,MIA,Chris Brooks,CHRIS BROOKS_RB,10.600000381469727,0.0,19.0,0.0,0.0,1,3,19.0,19.0,5.5789475440979,0.0,0.0,0.0,3.5333334604899087,19
CHRIS COLLIER,2024,RB,2,1.8000001,2,5,-4.0,12.0,1,0,0,0.0,0,0.0,LV,Chris Collier,CHRIS COLLIER_RB,1.8000000715255737,2.0,5.0,0.0,0.0,1,2,7.0,7.0,1.1428571939468384,0.0,0.0,0.0,0.9000000357627869,7
CHRIS CONLEY,2024,WR,7,13.599999,12,0,76.0,0.0,6,0,0,0.0,0,0.0,SF,Chris Conley,CHRIS CONLEY_WR,12.533332824707031,9.0,0.0,-11.688312530517578,3.5573158264160156,3,14,9.0,0.0,0.0,0.0,0.5,6.333333333333333,1.94285706111363,12
CHRIS EVANS,2023,RB,1,2.1,1,2,-1.0,12.0,1,0,0,0.0,0,0.0,CIN,Chris Evans,CHRIS EVANS_RB,7.449999809265137,2.5,1.0,-83.59375762939453,0.984662652015686,2,5,3.5,3.0,3.6666667461395264,0.0,0.0,0.0,2.0999999046325684,3
CHRIS GODWIN,2024,WR,7,137.8,62,1,576.0,2.0,50,5,0,0.0,0,0.0,TB,Chris Godwin,CHRIS GODWIN_WR,203.59999084472656,120.0,2.6666666666666665,-40.52654266357422,3.5602948665618896,3,42,122.66666666666667,0.0,0.0,0.0,0.8064516129032258,9.290322580645162,19.685714721679688,63
CHRIS MANHERTZ,2024,TE,4,12.0,4,0,30.0,0.0,3,1,0,0.0,0,0.0,NYG,Chris Manhertz,CHRIS MANHERTZ_TE,8.59999942779541,5.333333333333333,0.0,233.3333282470703,1.94452702999115,3,14,5.333333333333333,0.0,0.0,0.0,0.75,7.5,3.0,4
CHRIS MOORE,2023,WR,15,68.3,35,2,424.0,39.0,22,0,0,0.0,0,0.0,TEN,Chris Moore,CHRIS MOORE_WR,91.69999694824219,54.5,2.5,-40.66029357910156,2.771012544631958,2,30,57.0,0.0,0.0,0.0,0.6285714285714286,12.114285714285714,4.553333536783854,37
CHRIS MYARICK,2022,TE,7,19.5,8,0,65.0,0.0,7,1,0,0.0,0,0.0,NYG,Chris Myarick,CHRIS MYARICK_TE,19.5,8.0,0.0,0.0,0.0,1,7,8.0,0.0,0.0,0.0,0.875,8.125,2.7857142857142856,8
CHRIS OLADOKUN,2024,QB,1,0.5,0,1,0.0,5.0,0,0,0,0.0,0,0.0,KC,Chris Oladokun,CHRIS OLADOKUN_QB,0.5,0.0,1.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1
CHRIS OLAVE,2024,WR,8,76.700005,44,1,400.0,7.0,32,1,0,0.0,0,0.0,NO,Chris Olave,CHRIS OLAVE_WR,168.73333740234375,100.33333333333333,0.3333333333333333,-66.83960723876953,2.0728061199188232,3,39,100.66666666666666,0.0,0.0,0.0,0.7272727272727273,9.090909090909092,9.58750057220459,45
CHRIS RODRIGUEZ,2024,RB,6,31.5,1,35,12.0,173.0,1,0,2,0.0,0,0.0,WAS,Chris Rodriguez,CHRIS RODRIGUEZ_RB,34.70000076293945,1.5,43.0,-16.886547088623047,7.66768741607666,2,14,44.5,36.0,5.138888835906982,0.0,0.0,0.0,5.25,36
CHRIS STREVELER,2022,QB,1,9.0,0,9,0.0,54.0,0,0,0,90.0,0,0.0,NYJ,Chris Streveler,CHRIS STREVELER_QB,9.0,0.0,9.0,0.0,0.0,1,1,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9
CHRISTIAN KIRK,2024,WR,8,70.9,47,0,379.0,0.0,27,1,0,0.0,0,0.0,JAX,Christian Kirk,CHRISTIAN KIRK_WR,168.95333862304688,97.66666666666667,2.3333333333333335,-52.81511688232422,1.5555497407913208,3,39,100.0,0.0,0.0,0.0,0.574468085106383,8.063829787234043,8.862500190734863,47
CHRISTIAN MCCAFFREY,2022,QB,20,416.26,122,284,802.0,1377.0,97,6,10,34.0,1,0.0,SF,Christian McCaffrey,CHRISTIAN MCCAFFREY_QB,416.260009765625,122.0,284.0,0.0,0.0,1,20,406.0,0.0,0.0,29.41176470588235,0.0,0.0,20.81300048828125,406
CHRISTIAN MCCAFFREY,2024,RB,4,47.800003,19,50,146.0,202.0,15,0,0,0.0,0,0.0,SF,Christian McCaffrey,CHRISTIAN MCCAFFREY_RB,264.04998779296875,63.5,190.5,-90.04788970947266,0.8634060025215149,2,23,254.0,69.0,5.043478488922119,0.0,0.0,0.0,11.950000762939453,69
CHRISTIAN WATSON,2024,WR,14,105.299995,53,4,620.0,23.0,29,2,0,0.0,0,0.0,GB,Christian Watson,CHRISTIAN WATSON_WR,124.9000015258789,58.333333333333336,5.0,-7.245388587762136e-06,3.6791346073150635,3,39,63.333333333333336,0.0,0.0,0.0,0.5471698113207547,11.69811320754717,7.52142824445452,57
CHRISTOPHER BROOKS,2024,RB,12,45.1,16,36,78.0,183.0,13,0,1,0.0,0,0.0,GB,Christopher Brooks,CHRISTOPHER BROOKS_RB,45.099998474121094,16.0,36.0,0.0,0.0,1,12,52.0,52.0,5.019230842590332,0.0,0.0,0.0,3.758333206176758,52
CHUBA HUBBARD,2024,RB,15,241.6,54,250,171.0,1195.0,43,1,10,0.0,0,0.0,CAR,Chuba Hubbard,CHUBA HUBBARD_RB,171.2666778564453,38.333333333333336,194.33333333333334,32.38356399536133,2.23671817779541,3,44,232.66666666666669,304.0,4.4934210777282715,0.0,0.0,0.0,16.10666707356771,304
CJ BEATHARD,2023,QB,6,21.46,0,8,0.0,35.0,0,0,0,349.0,1,0.0,JAX,C.J. Beathard,CJ BEATHARD_QB,10.229999542236328,0.0,6.0,0.0,0.644140899181366,2,10,6.0,0.0,0.0,2.865329512893983,0.0,0.0,3.576666514078776,8
CJ BOARD,2022,WR,1,1.6,1,0,6.0,0.0,1,0,0,0.0,0,0.0,TEN,C.J. Board,CJ BOARD_WR,1.600000023841858,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,6.0,1.600000023841858,1
CJ HAM,2024,RB,6,15.3,7,2,43.0,10.0,6,0,1,0.0,0,0.0,MIN,C.J. Ham,CJ HAM_RB,18.933332443237305,9.333333333333334,2.3333333333333335,50.00000762939453,1.719767689704895,3,21,11.666666666666668,9.0,5.888888835906982,0.0,0.0,0.0,2.550000031789144,9
CJ STROUD,2024,QB,19,251.86,1,64,0.0,317.0,0,0,0,4254.0,21,13.0,HOU,C.J. Stroud,CJ STROUD_QB,278.9200134277344,1.0,53.5,-17.68743324279785,7.288476943969727,2,36,54.5,0.0,0.0,4.9365303244005645,0.0,0.0,13.255789505807977,65
CJ UZOMAH,2023,TE,7,19.8,12,0,58.0,0.0,8,1,0,0.0,0,0.0,NYJ,C.J. Uzomah,CJ UZOMAH_TE,38.0,19.5,0.0,-64.76868438720703,1.4763767719268799,2,19,19.5,0.0,0.0,0.0,0.6666666666666666,4.833333333333333,2.828571319580078,12
CLYDE EDWARDSHELAIRE,2024,RB,2,10.0,5,13,24.0,46.0,3,0,0,0.0,0,0.0,NO,Clyde Edwards-Helaire,CLYDE EDWARDSHELAIRE_RB,62.133331298828125,18.0,55.0,-87.1958999633789,1.3429962396621704,3,31,73.0,18.0,3.8888888359069824,0.0,0.0,0.0,5.0,18
CODY HOLLISTER,2022,WR,4,8.4,5,0,54.0,0.0,3,0,0,0.0,0,0.0,TEN,Cody Hollister,CODY HOLLISTER_WR,8.399999618530273,5.0,0.0,0.0,0.0,1,4,5.0,0.0,0.0,0.0,0.6,10.8,2.0999999046325684,5
CODY SCHRADER,2024,RB,1,1.9,1,1,6.0,3.0,1,0,0,0.0,0,0.0,LA,Cody Schrader,CODY SCHRADER_RB,1.899999976158142,1.0,1.0,0.0,0.0,1,1,2.0,2.0,4.5,0.0,0.0,0.0,1.899999976158142,2
CODY THOMPSON,2023,WR,1,2.0,1,0,10.0,0.0,1,0,0,0.0,0,0.0,SEA,Cody Thompson,CODY THOMPSON_WR,2.0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,10.0,2.0,1
CODY WHITE,2024,WR,1,6.4,3,0,44.0,0.0,2,0,0,0.0,0,0.0,SEA,Cody White,CODY WHITE_WR,3.8000001907348633,2.0,0.0,433.33331298828125,1.0334638357162476,2,2,2.0,0.0,0.0,0.0,0.6666666666666666,14.666666666666666,6.400000095367432,3
COLBY PARKINSON,2023,TE,14,61.7,34,0,247.0,0.0,25,2,0,0.0,0,0.0,SEA,Colby Parkinson,COLBY PARKINSON_TE,67.6500015258789,37.0,0.0,-16.168476104736328,8.039628028869629,2,29,37.0,0.0,0.0,0.0,0.7352941176470589,7.264705882352941,4.407142911638532,34
COLBY PARKINSON,2024,WR,17,77.6,53,0,316.0,0.0,34,2,0,0.0,0,0.0,LA,Colby Parkinson,COLBY PARKINSON_WR,77.5999984741211,53.0,0.0,0.0,0.0,1,17,53.0,0.0,0.0,0.0,0.6415094339622641,5.962264150943396,4.564705792595358,53
COLE BEASLEY,2022,WR,6,27.3,16,0,103.0,0.0,11,1,0,0.0,0,0.0,BUF,Cole Beasley,COLE BEASLEY_WR,27.299999237060547,16.0,0.0,0.0,0.0,1,6,16.0,0.0,0.0,0.0,0.6875,6.4375,4.549999872843425,16
COLE FOTHERINGHAM,2023,TE,1,1.6,1,0,6.0,0.0,1,0,0,0.0,0,0.0,LV,Cole Fotheringham,COLE FOTHERINGHAM_TE,1.600000023841858,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,6.0,1.600000023841858,1
COLE KMET,2024,WR,14,120.4,55,0,474.0,0.0,47,4,0,0.0,0,0.0,CHI,Cole Kmet,COLE KMET_WR,149.60000610351562,71.33333333333333,1.6666666666666667,-33.51739501953125,4.918578147888184,3,46,73.0,0.0,0.0,0.0,0.8545454545454545,8.618181818181819,8.60000010899135,55
COLE TURNER,2023,TE,7,23.0,15,0,120.0,0.0,11,0,0,0.0,0,0.0,WAS,Cole Turner,COLE TURNER_TE,13.649999618530273,12.0,0.0,434.88372802734375,1.0323002338409424,2,12,12.0,0.0,0.0,0.0,0.7333333333333333,8.0,3.2857142857142856,15
COLLIN JOHNSON,2024,WR,2,1.6,2,0,6.0,0.0,1,0,0,0.0,0,0.0,CHI,Collin Johnson,COLLIN JOHNSON_WR,1.8499999046325684,1.5,0.0,-23.809518814086914,5.232591152191162,2,3,1.5,0.0,0.0,0.0,0.5,3.0,0.800000011920929,2
COLT MCCOY,2022,QB,4,32.8,0,14,0.0,36.0,0,0,0,780.0,1,3.0,ARI,Colt McCoy,COLT MCCOY_QB,32.79999923706055,0.0,14.0,0.0,0.0,1,4,14.0,0.0,0.0,1.2820512820512822,0.0,0.0,8.199999809265137,14
COLTON DOWELL,2023,WR,2,1.3,2,0,3.0,0.0,1,0,0,0.0,0,0.0,TEN,Colton Dowell,COLTON DOWELL_WR,1.2999999523162842,2.0,0.0,0.0,0.0,1,2,2.0,0.0,0.0,0.0,0.5,1.5,0.6499999761581421,2
CONNOR HEYWARD,2024,TE,5,16.0,8,0,40.0,0.0,6,1,0,0.0,0,0.0,PIT,Connor Heyward,CONNOR HEYWARD_TE,31.0,20.0,1.0,-61.16504669189453,2.336447238922119,3,25,21.0,0.0,0.0,0.0,0.75,5.0,3.2,8
COOPER KUPP,2024,WR,14,190.0,108,2,800.0,10.0,73,6,0,0.0,0,0.0,LA,Cooper Kupp,COOPER KUPP_WR,187.8333282470703,103.33333333333333,4.0,10.400925636291504,12.71750259399414,3,36,107.33333333333333,0.0,0.0,0.0,0.6759259259259259,7.407407407407407,13.571428571428571,110
COOPER RUSH,2024,QB,12,109.56,0,26,0.0,18.0,0,0,0,1844.0,12,5.0,DAL,Cooper Rush,COOPER RUSH_QB,56.486663818359375,0.0,15.666666666666666,3260.736083984375,1.062774896621704,3,27,15.666666666666666,0.0,0.0,6.507592190889371,0.0,0.0,9.129999796549479,26
CORDARRELLE PATTERSON,2024,RB,13,37.5,14,32,80.0,135.0,12,1,0,0.0,0,0.0,PIT,Cordarrelle Patterson,CORDARRELLE PATTERSON_RB,76.36666870117188,19.0,75.33333333333333,1.6260120868682861,1.1256992816925049,3,38,94.33333333333333,46.0,4.67391300201416,0.0,0.0,0.0,2.8846153846153846,46
COREY CLEMENT,2022,RB,4,21.9,7,15,54.0,55.0,5,0,1,0.0,0,0.0,ARI,Corey Clement,COREY CLEMENT_RB,21.899999618530273,7.0,15.0,0.0,0.0,1,4,22.0,22.0,4.954545497894287,0.0,0.0,0.0,5.474999904632568,22
COREY DAVIS,2022,WR,13,97.6,64,0,536.0,0.0,32,2,0,0.0,0,0.0,NYJ,Corey Davis,COREY DAVIS_WR,97.5999984741211,64.0,0.0,0.0,0.0,1,13,64.0,0.0,0.0,0.0,0.5,8.375,7.507692190317007,64
COURTLAND SUTTON,2023,WR,16,190.2,90,0,772.0,0.0,59,10,0,0.0,0,0.0,DEN,Courtland Sutton,COURTLAND SUTTON_WR,174.8000030517578,99.5,0.5,19.322450637817383,8.026124954223633,2,31,100.0,0.0,0.0,0.0,0.6555555555555556,8.577777777777778,11.887499809265137,90
